,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000
0,Kean,a,JUV,1,"7,0","10,0",1,0,0 / 0,0,0,0,0,3,-
1,Pellegri,a,GEN,1,"7,0","10,0",1,0,0 / 0,0,0,0,0,1,-
2,Crosta,p,CAG,1,"7,5","9,5",0,1,0 / 0,1,0,0,0,1,-
3,Mertens,a,NAP,34,"6,85","9,38",28,0,2 / 3,0,8,6,0,34,-
4,Dzeko,a,ROM,37,"6,62","8,97",29,0,1 / 3,0,8,4,0,37,-
5,Belotti,a,TOR,35,"6,56","8,54",26,0,2 / 5,0,3,5,0,32,-
6,Higuain,a,JUV,38,"6,43","8,39",24,0,0 / 0,0,3,1,0,34,-
7,Insigne,a,NAP,37,"6,65","8,30",18,0,2 / 2,0,8,2,0,34,-
8,Icardi,a,INT,34,"6,21","8,28",24,0,3 / 4,0,4,1,0,29,-
9,Immobile,a,LAZ,36,"6,38","8,28",23,0,6 / 6,0,2,5,0,31,-
10,Gomez,c,ATA,37,"6,74","8,23",16,0,2 / 2,0,10,6,0,32,-
11,Keita B.,a,LAZ,31,"6,55","8,13",16,0,2 / 2,0,4,4,1,26,-
12,Salah,a,ROM,31,"6,29","8,03",15,0,0 / 0,0,10,2,0,29,-
13,Tonelli,d,NAP,3,"6,33","8,0",2,0,0 / 0,0,0,2,0,2,-
14,Dybala,a,JUV,29,"6,57","7,91",11,0,3 / 3,0,7,2,0,30,-
15,Callejon,a,NAP,37,"6,42","7,82",14,0,0 / 0,0,12,2,1,29,-
16,Crecco,c,LAZ,2,"6,25","7,75",1,0,0 / 0,0,0,0,0,3,-
17,Zarate,a,FIO,5,"6,4","7,7",2,0,0 / 0,0,1,1,0,8,-
18,Milik,a,NAP,10,"6,25","7,7",5,0,0 / 0,0,0,1,0,13,-
19,Zajc,c,EMP,3,"6,33","7,67",1,0,0 / 0,0,1,0,0,4,-
20,Babacar,a,FIO,20,"6,0","7,55",10,0,1 / 1,0,1,0,0,13,-
21,Defrel,a,SAS,28,"6,20","7,5",12,0,1 / 1,0,1,1,0,21,-
22,Hamsik,c,NAP,38,"6,39","7,46",12,0,0 / 0,0,5,1,0,26,-
23,Borriello,a,CAG,34,"6,21","7,46",16,0,1 / 2,0,1,4,0,23,-
24,Schick,a,SAM,29,"6,24","7,45",11,0,0 / 0,0,3,2,0,17,-
25,Muriel,a,SAM,31,"6,31","7,44",11,0,4 / 4,0,5,4,1,21,-
26,Nainggolan,c,ROM,36,"6,47","7,42",11,0,0 / 0,0,2,2,0,23,-
27,Perotti,c,ROM,27,"6,26","7,33",8,0,7 / 7,0,6,2,0,18,-
28,Kalinic,a,FIO,32,"6,05","7,28",15,0,1 / 2,0,1,5,1,21,-
29,Falcinelli,a,CRO,36,"6,21","7,25",13,0,2 / 2,0,2,7,0,16,-
30,Totti,a,ROM,11,"6,45","7,23",2,0,2 / 2,0,3,1,0,7,-
31,Iemmello,a,SAS,12,"6,0","7,21",5,0,1 / 1,0,0,1,0,8,-
32,Lapadula,a,MIL,23,"6,13","7,20",8,0,2 / 2,0,2,3,0,15,-
33,Iago Falque,a,TOR,34,"6,07","7,19",12,0,2 / 3,0,6,2,0,21,-
34,Perisic,c,INT,36,"6,14","7,19",11,0,0 / 0,0,7,2,1,22,-
35,Han,a,CAG,3,"6,17","7,17",1,0,0 / 0,0,0,0,0,2,-
36,El Shaarawy,a,ROM,29,"6,14","7,10",8,0,0 / 0,0,4,0,0,23,-
37,Conti,d,ATA,32,"6,39","7,08",8,0,0 / 0,0,4,12,0,16,-
38,Bernardeschi,c,FIO,32,"6,16","7,05",11,0,3 / 4,0,2,5,1,14,-
39,Farias,a,CAG,20,"6,0","7,05",7,0,2 / 2,0,2,4,0,13,-
40,Bahebeck,a,PES,13,"6,04","7,04",4,0,0 / 0,0,1,0,0,9,-
41,Quagliarella,a,SAM,36,"6,06","7,03",12,0,3 / 4,0,3,2,0,22,-
42,Deulofeu,a,MIL,17,"6,32","7,03",4,0,0 / 0,0,2,4,0,12,-
43,Lezzerini,p,FIO,1,"7,0","7,0",0,0,0 / 0,0,0,0,0,1,-
44,Berardi,a,SAS,21,"6,29","7,0",5,0,2 / 3,0,6,6,0,17,-
45,Ljajic,a,TOR,33,"6,09","6,98",10,0,1 / 2,0,5,5,0,21,-
46,Pellissier,a,CHI,28,"5,95","6,96",9,0,3 / 3,0,2,1,0,13,-
47,Mchedlidze,a,EMP,14,"6,04","6,96",6,0,0 / 1,0,0,4,0,6,-
48,Inglese,a,CHI,31,"5,95","6,95",10,0,0 / 1,0,4,0,0,15,-
49,Verdi,c,BOL,27,"6,24","6,94",6,0,0 / 0,0,3,4,0,13,-
50,Petagna,a,ATA,33,"6,33","6,94",5,0,0 / 0,0,6,2,0,14,-
51,Caldara,d,ATA,30,"6,28","6,92",7,0,0 / 0,0,0,4,0,13,-
52,Banega,c,INT,24,"5,96","6,92",6,0,0 / 0,0,7,2,1,13,-
53,Suso,c,MIL,34,"6,28","6,91",7,0,0 / 1,0,6,5,0,18,-
54,Zielinski,c,NAP,34,"6,34","6,90",5,0,0 / 0,0,6,4,0,16,-
55,Pjanic,c,JUV,30,"6,22","6,9",5,0,0 / 0,0,8,5,0,19,-
56,Mandzukic,a,JUV,32,"6,25","6,89",7,0,0 / 0,0,2,5,0,17,-
57,Fofana,c,UDI,22,"6,23","6,89",5,0,0 / 0,0,1,3,0,9,-
58,Andreolli,d,INT,4,"6,12","6,88",1,0,0 / 0,0,0,0,0,5,-
59,Eder,a,INT,30,"6,03","6,88",8,0,0 / 0,0,3,3,0,15,-
60,Di Francesco F.,c,BOL,17,"6,15","6,88",4,0,0 / 0,0,3,3,1,10,-
61,Bacca,a,MIL,30,"5,78","6,87",13,0,4 / 6,0,1,3,0,19,-
62,Thereau,a,UDI,33,"5,88","6,86",12,0,1 / 2,0,1,3,0,17,-
63,Melchiorri,a,CAG,10,"6,0","6,85",3,0,0 / 0,0,0,1,0,3,-
64,Birsa,c,CHI,35,"6,13","6,83",7,0,0 / 1,0,9,5,0,15,-
65,Simeone,a,GEN,35,"5,9","6,83",12,0,1 / 2,0,1,3,0,12,-
66,Bonaventura,c,MIL,19,"6,42","6,82",3,0,0 / 0,0,0,3,0,11,-
67,Jankto,c,UDI,25,"6,16","6,8",5,0,0 / 0,0,4,6,0,10,-
68,Pellegrini Lo.,c,SAS,28,"6,05","6,79",6,0,1 / 1,0,7,7,1,12,-
69,Zapata D.,a,UDI,38,"5,99","6,79",10,0,1 / 1,0,2,3,0,20,-
70,Paredes,c,ROM,18,"6,33","6,78",3,0,0 / 0,0,1,4,0,9,-
71,Dzemaili,c,BOL,31,"6,13","6,77",8,0,0 / 0,0,2,10,1,13,-
72,Kessie',c,ATA,30,"6,28","6,77",6,0,2 / 2,0,1,5,2,12,-
73,Felipe Anderson,c,LAZ,36,"6,28","6,76",4,0,1 / 1,0,8,5,0,19,-
74,Strootman,c,ROM,33,"6,30","6,76",4,0,0 / 0,0,6,6,0,17,-
75,Balic,c,UDI,4,"6,12","6,75",1,0,0 / 0,0,0,1,0,4,-
76,Muric R.,c,PES,4,"6,0","6,75",1,0,0 / 0,0,0,0,0,5,-
77,Freuler,c,ATA,31,"6,21","6,74",5,0,0 / 0,0,4,5,0,13,-
78,Joao Pedro,c,CAG,22,"6,0","6,73",7,0,1 / 2,0,1,4,1,12,-
79,Nestorovski,a,PAL,37,"5,85","6,73",11,0,1 / 1,0,2,5,0,12,-
80,Politano,a,SAS,32,"6,17","6,72",5,0,2 / 2,0,5,5,0,15,-
81,Rugani,d,JUV,14,"6,43","6,71",2,0,0 / 0,0,0,4,0,6,-
82,Nalini,a,CRO,14,"6,21","6,71",2,0,0 / 0,0,2,2,0,8,-
83,Matri,a,SAS,27,"5,81","6,69",8,0,0 / 0,0,0,1,0,10,-
84,Rispoli,d,PAL,32,"6,09","6,67",6,0,0 / 0,0,3,5,0,14,-
85,Khedira,c,JUV,31,"6,10","6,65",5,0,0 / 0,0,3,2,0,15,-
86,Perica,a,UDI,26,"5,98","6,65",6,0,0 / 0,0,1,4,0,10,-
87,Candreva,c,INT,38,"6,01","6,62",6,0,0 / 1,0,9,2,0,20,-
88,Destro,a,BOL,30,"5,68","6,62",11,0,0 / 1,0,0,4,0,16,-
89,Murgia,c,LAZ,9,"6,0","6,61",2,0,0 / 0,0,0,1,0,4,-
90,Pasalic,c,MIL,23,"5,98","6,57",5,0,0 / 0,0,1,5,0,10,-
91,De Rossi,c,ROM,28,"6,16","6,54",4,0,2 / 2,0,3,9,0,12,-
92,Chiriches,d,NAP,13,"6,08","6,54",2,0,0 / 0,0,0,0,0,5,-
93,Milinkovic-Savic,c,LAZ,34,"6,13","6,54",4,0,0 / 0,0,6,8,0,12,-
94,Sau,a,CAG,34,"5,91","6,54",7,0,0 / 0,0,3,5,0,14,-
95,Castro,c,CHI,33,"6,06","6,53",5,0,0 / 0,0,4,5,1,13,-
96,Lulic,c,LAZ,31,"6,13","6,53",3,0,0 / 0,0,8,7,1,13,-
97,Quaison,c,PAL,15,"5,9","6,53",4,0,0 / 0,0,0,5,0,9,-
98,Benassi,c,TOR,27,"5,98","6,52",5,0,0 / 0,0,2,5,0,9,-
99,Chiesa,a,FIO,22,"6,14","6,52",3,0,0 / 0,0,2,3,1,7,-
100,Honda,c,MIL,4,"5,75","6,5",1,0,0 / 0,0,0,0,0,4,-
101,El Kaddouri,c,EMP,16,"6,03","6,5",3,0,0 / 0,0,1,5,0,9,-
102,Baselli,c,TOR,34,"5,97","6,5",6,0,0 / 0,0,3,6,0,15,-
103,Luis Alberto,a,LAZ,8,"5,88","6,5",1,0,0 / 0,0,2,0,0,6,-
104,Tello C.,c,FIO,33,"5,98","6,48",4,0,0 / 0,0,5,1,0,11,-
105,Acerbi,d,SAS,38,"6,16","6,45",4,0,1 / 1,0,0,2,0,16,-
106,Bruno Fernandes,c,SAM,32,"5,95","6,45",5,0,0 / 0,0,2,2,0,12,-
107,Caprari,a,PES,35,"5,9","6,44",9,0,1 / 3,0,2,8,0,13,-
108,Kurtic,c,ATA,37,"5,99","6,43",6,0,0 / 0,0,2,7,0,11,-
109,Marchisio,c,JUV,18,"6,25","6,42",1,0,0 / 0,0,1,2,0,10,-
110,Alex Sandro,d,JUV,26,"6,13","6,42",3,0,0 / 0,0,3,5,0,12,-
111,Fernandez M,c,MIL,11,"5,95","6,41",1,0,0 / 0,0,2,1,0,7,-
112,Ionita,c,CAG,17,"5,97","6,41",3,0,0 / 0,0,1,5,0,9,-
113,Chiellini,d,JUV,20,"6,15","6,4",2,0,0 / 0,0,1,4,0,8,-
114,De Vrij,d,LAZ,27,"6,15","6,39",2,0,0 / 0,0,2,3,0,11,-
115,Ocampos,c,MIL,22,"6,05","6,39",3,0,1 / 1,0,1,5,0,9,-
116,Pavoletti,a,NAP,13,"5,77","6,38",3,0,0 / 0,0,0,2,0,13,-
117,Parolo,c,LAZ,34,"6,10","6,38",5,0,0 / 0,0,0,11,0,11,-
118,Koulibaly,d,NAP,28,"6,27","6,38",2,0,0 / 0,0,0,6,0,12,-
119,Maxi Lopez,a,TOR,13,"5,96","6,38",2,0,0 / 0,0,0,2,0,5,-
120,Borja Valero,c,FIO,32,"6,12","6,36",1,0,0 / 0,0,7,5,0,14,-
121,Magnanelli,c,SAS,14,"6,21","6,36",1,0,0 / 0,0,0,2,0,5,-
122,Zappacosta,d,TOR,28,"6,12","6,36",1,0,0 / 0,0,4,1,0,9,-
123,Cristante,c,ATA,25,"5,96","6,36",3,0,0 / 0,0,2,2,0,10,-
124,Ragusa,a,SAS,22,"5,84","6,36",4,0,0 / 0,0,2,5,0,7,-
125,Joao Mario N.,c,INT,28,"5,95","6,36",3,0,0 / 0,0,5,5,0,13,-
126,Barbosa,a,INT,7,"6,07","6,36",1,0,0 / 0,0,0,3,0,8,-
127,Benali,c,PES,33,"5,83","6,35",6,0,0 / 0,0,2,4,1,10,-
128,Masiello,d,ATA,35,"6,21","6,34",3,0,0 / 0,0,0,9,0,13,-
129,Vecino,c,FIO,29,"6,02","6,34",3,0,0 / 0,0,4,7,0,11,-
130,Bonucci,d,JUV,29,"6,10","6,33",3,0,0 / 0,0,0,5,0,12,-
131,Gabbiadini,a,NAP,12,"5,67","6,33",3,0,1 / 1,0,0,0,1,14,-
132,Ninkovic,c,GEN,15,"5,97","6,33",2,0,0 / 0,0,1,3,0,3,-
133,Stoian,c,CRO,25,"5,94","6,32",3,0,0 / 0,0,2,3,0,8,-
134,Gagliardini,c,INT,28,"6,11","6,32",2,0,0 / 0,0,3,7,0,9,-
135,Spinazzola,c,ATA,30,"6,28","6,32",0,0,0 / 0,0,4,2,0,11,-
136,Di Gennaro D,c,CAG,20,"6,02","6,32",2,0,0 / 0,0,3,4,1,6,-
137,Viviani,c,BOL,15,"5,93","6,3",2,0,0 / 0,0,2,3,1,6,-
138,Cuadrado,c,JUV,30,"6,03","6,3",2,0,0 / 0,0,6,8,0,12,-
139,Benatia,d,JUV,15,"6,2","6,3",1,0,0 / 0,0,0,3,0,8,-
140,Grenier,c,ROM,5,"6,2","6,3",0,0,0 / 0,0,1,1,0,6,-
141,Taider,c,BOL,24,"5,94","6,29",3,0,0 / 0,0,0,1,0,9,-
142,D'alessandro,c,ATA,16,"6,09","6,28",1,0,0 / 0,0,1,2,0,6,-
143,Ghoulam,d,NAP,27,"6,07","6,28",0,0,0 / 0,0,6,1,0,9,-
144,Florenzi,d,ROM,9,"6,11","6,28",0,0,0 / 0,0,3,3,0,6,-
145,Dani Alves,d,JUV,16,"6,0","6,28",2,0,0 / 0,0,1,5,0,7,-
146,Sensi,c,SAS,16,"6,22","6,28",1,0,0 / 0,0,0,4,0,6,-
147,Ilicic,c,FIO,28,"5,91","6,27",5,0,1 / 3,0,2,2,0,17,-
148,Biglia,c,LAZ,28,"6,09","6,27",4,0,3 / 5,0,3,8,0,11,-
149,Trotta,a,CRO,26,"5,81","6,27",3,0,1 / 1,0,4,2,0,9,-
150,Simy,a,CRO,15,"5,67","6,27",3,0,0 / 0,0,0,0,0,6,-
151,Fazio,d,ROM,36,"6,11","6,26",2,0,0 / 0,0,1,3,0,13,-
152,Allan,c,NAP,28,"6,09","6,25",1,0,0 / 0,0,3,3,0,12,-
153,Giaccherini,c,NAP,8,"5,88","6,25",1,0,0 / 0,0,0,0,0,4,-
154,Saponara,c,FIO,27,"5,78","6,24",4,0,0 / 0,0,3,5,0,11,-
155,Maccarone,a,EMP,28,"5,68","6,20",5,0,2 / 2,0,2,3,1,10,-
156,Pandev,a,GEN,16,"5,72","6,19",3,0,0 / 0,0,0,1,1,7,-
157,Lazovic,c,GEN,33,"5,95","6,18",2,0,0 / 0,0,4,3,1,11,-
158,Ntcham,c,GEN,17,"5,68","6,18",3,0,0 / 0,0,1,3,0,5,-
159,Rigoni N,c,CHI,9,"5,94","6,17",1,0,0 / 0,0,0,2,0,2,-
160,Meggiorini,a,CHI,27,"5,94","6,17",3,0,0 / 0,0,0,6,0,8,-
161,Brozovic,c,INT,23,"5,76","6,17",4,0,0 / 0,0,1,7,0,9,-
162,Strinic,d,NAP,12,"6,12","6,17",0,0,0 / 0,0,2,3,0,4,-
163,Hateboer,d,ATA,3,"6,17","6,17",0,0,0 / 0,0,1,2,0,1,-
164,Croce,c,EMP,35,"6,13","6,16",1,0,0 / 0,0,0,4,0,12,-
165,Diawara,c,NAP,17,"6,18","6,15",0,0,0 / 0,0,0,1,0,6,-
166,Asamoah,c,JUV,17,"6,15","6,15",0,0,0 / 0,0,1,2,0,7,-
167,Emerson P.,d,ROM,23,"6,13","6,15",0,0,0 / 0,0,1,1,0,9,-
168,De Paul,c,UDI,33,"5,88","6,14",4,0,0 / 0,0,1,7,1,9,-
169,D'ambrosio,d,INT,32,"5,84","6,12",3,0,0 / 0,0,2,4,0,9,-
170,Evra,d,JUV,4,"6,12","6,12",0,0,0 / 0,0,0,0,0,4,-
171,Lichtsteiner,d,JUV,25,"6,02","6,12",1,0,0 / 0,0,2,5,0,8,-
172,Lemina,c,JUV,16,"5,97","6,12",1,0,0 / 0,0,0,1,0,6,-
173,Alvarez R,c,SAM,17,"5,82","6,12",2,0,0 / 0,0,1,2,1,7,-
174,Samir,d,UDI,21,"6,10","6,12",0,0,0 / 0,0,2,3,0,6,-
175,Jorginho,c,NAP,27,"6,06","6,11",0,0,0 / 0,0,3,3,0,10,-
176,Krejci,c,BOL,35,"5,86","6,11",1,0,1 / 1,0,7,2,0,9,-
177,Gamberini,d,CHI,20,"5,98","6,1",1,0,0 / 0,0,0,1,0,5,-
178,Barzagli,d,JUV,20,"6,15","6,1",0,0,0 / 0,0,0,2,0,7,-
179,Zapata C.,d,MIL,15,"5,9","6,1",1,0,0 / 0,0,0,0,0,5,-
180,Locatelli,c,MIL,25,"6,0","6,1",2,0,0 / 0,0,0,7,0,5,-
181,Lukaku J.,d,LAZ,15,"6,1","6,1",0,0,0 / 0,0,1,2,0,6,-
182,Romagnoli,d,MIL,27,"6,06","6,09",1,0,0 / 0,0,1,4,1,8,-
183,De Silvestri,d,TOR,16,"5,81","6,09",1,0,0 / 0,0,2,1,0,6,-
184,Torreira,c,SAM,35,"6,19","6,09",0,0,0 / 0,0,0,7,0,9,-
185,Badelj,c,FIO,31,"5,97","6,08",2,0,0 / 0,0,2,9,0,9,-
186,De Guzman,c,CHI,24,"5,85","6,08",2,0,1 / 1,0,1,3,0,6,-
187,Manolas,d,ROM,32,"6,19","6,08",0,0,0 / 0,0,0,7,0,10,-
188,Barreto,c,SAM,32,"5,98","6,08",2,0,0 / 0,0,0,4,1,9,-
189,Ferrari G.,d,CRO,37,"5,92","6,08",3,0,0 / 0,0,1,8,0,11,-
190,Niang,a,MIL,14,"5,79","6,07",3,0,1 / 3,0,2,0,1,13,-
191,Chochev,c,PAL,29,"5,76","6,07",3,0,0 / 0,0,2,4,0,7,-
192,Edenilson,d,GEN,14,"6,0","6,07",0,0,0 / 0,0,3,2,1,5,-
193,Linetty,c,SAM,34,"5,94","6,07",1,0,0 / 0,0,4,5,0,10,-
194,Thiam,a,EMP,14,"5,82","6,07",1,0,0 / 0,0,1,1,0,6,-
195,Laxalt,c,GEN,36,"5,96","6,06",1,0,0 / 0,0,3,5,0,10,-
196,Basta,d,LAZ,27,"5,91","6,06",1,0,0 / 0,0,2,2,0,8,-
197,Albiol,d,NAP,26,"6,17","6,06",0,0,0 / 0,0,1,8,0,9,-
198,Acquah,c,TOR,16,"5,94","6,06",2,0,0 / 0,0,0,2,3,6,-
199,Barberis,c,CRO,26,"6,0","6,06",0,0,0 / 0,0,3,3,0,8,-
200,Rincon,c,JUV,22,"6,05","6,05",0,0,0 / 0,0,2,4,0,6,-
201,Molinaro,d,TOR,10,"5,95","6,05",0,0,0 / 0,0,2,2,0,3,-
202,Boye',a,TOR,26,"5,94","6,04",1,0,0 / 0,0,2,5,0,8,-
203,Grassi,c,ATA,15,"5,9","6,03",1,0,0 / 0,0,0,2,0,5,-
204,Rigoni L,c,GEN,31,"5,92","6,03",3,0,0 / 0,0,1,13,0,7,-
